dependency,count
com.dlink:dlink-client-1.12,1
org.eclipse.jetty:jetty-xml,14
org.webjars:bootstrap-select,1
org.webjars:jstree,1
org.xwiki.platform:xwiki-platform-flamingo-theme-test-pageobjects,1
org.xwiki.platform:xwiki-platform-formula-macro,1
org.xwiki.platform:xwiki-platform-notifications-api,1
org.xwiki.platform:xwiki-platform-store-filesystem-oldcore,1
commons-configuration:commons-configuration,83
io.rest-assured:json-path,7
org.ops4j.pax.swissbox:pax-swissbox-framework,1
io.swagger.parser.v3:swagger-parser-v3,2
org.apache.camel.quarkus:camel-quarkus-chunk-deployment,1
org.apache.camel.quarkus:camel-quarkus-github-deployment,1
org.apache.camel.quarkus:camel-quarkus-kamelet-reify,1
org.apache.camel.quarkus:camel-quarkus-ldif-deployment,1
org.netbeans.api:org-openide-nodes,8
org.netbeans.modules:org-netbeans-modules-editor-errorstripe,2
org.openimaj.tools:HadoopLocalFeaturesTool,1
org.openimaj:image-annotation,1
org.javasimon:javasimon-spring,3
net.citizensnpcs:citizens,4
org.apache.directory.server:apacheds-core-api,4
com.as3mxml.vscode:asconfigc,1
com.sun.hotspot.igv:Layout,3
org.apache.helix:helix-core,2
org.jmock:jmock,13
org.nuxeo.ecm.liveconnect:nuxeo-liveconnect-onedrive-core,1
org.nuxeo.ecm.platform:nuxeo-platform-api,1
org.nuxeo.ecm.platform:nuxeo-quota-automation,1
org.nuxeo.ecm:nuxeo-drive-jsf,1
org.kie.kogito:kogito-addons-persistence-infinispan,1
org.kie.kogito:kogito-dmn,1
org.kie.kogito:kogito-pmml,1
org.apache.aries.transaction:org.apache.aries.transaction.jdbc,1
org.apache.uima:uimafit-core,3
io.cattle:cattle-framework-extension-spring,1
com.google.classpath-explorer:classpath-explorer,2
us.fatehi:schemacrawler-lint,1
ws.schild:jave-nativebin-win32,1
com.sun.woodstock.dependlibs:dojo-ajax-nodemo,3
org.glassfish.external:schema2beans,2
org.scalaj:scalaj-collection_2.10,1
org.noear:aws-s3-solon-plugin,1
io.quarkus:quarkus-devtools-message-writer,1
org.wildfly.client:wildfly-client-config,1
org.springframework.cloud:spring-cloud-starter-stream-rabbit,1
org.wso2.carbon.identity.framework:org.wso2.carbon.user.mgt,1
org.jenkins-ci.plugins:azure-keyvault,1
org.wso2.carbon.mediation:org.wso2.carbon.endpoint.stub,2
org.revapi:revapi-yaml,1
org.camunda.bpm:camunda-external-task-client-spring,1
com.goldmansachs.obevo:obevo-db-oracle,1
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-api-maven,4
cc.mrbird:febs-common-security-starter,1
com.spotify:docker-client,9
org.springframework.security:spring-security-oauth2-resource-server,2
com.tinkerpop.blueprints:blueprints-test,3
org.mule.connectors:mule-http-connector,2
site.ycsb:azurecosmos-binding,1
org.apache.mina:mina-integration-jmx,1
com.baidu:brpc-java,2
org.wildfly.swarm:mail-modules,1
org.jminix:jminix,1
com.walmartlabs.concord.server.plugins.ansible:concord-ansible-plugin-db,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces,1
org.opencastproject:opencast-termination-state-api,1
org.opencastproject:opencast-textanalyzer-api,1
com.webank.wedatasphere.dss:dss-development-process-standard-execution,1
org.apache.cxf:cxf-rt-rs-security-oauth2,2
org.apache.myfaces.test:myfaces-test23,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-mpps-scp,1
com.microsoft.bot:bot-dialogs,1
org.tribuo:tribuo-anomaly-core,1
org.tribuo:tribuo-core,1
org.sonatype.nexus:nexus-rest-jackson2,1
org.geotools:gt-mbtiles,1
com.linkedin.sensei:sensei-core,1
io.rsocket.broker:rsocket-broker-spring,1
org.springframework.integration:spring-integration-groovy,1
com.mcxiaoke.volley:library,1
org.webjars:coffee-script,1
nl.lxtreme.ols.tool:i2c,1
com.google.api-ads:ads-lib-axis,1
io.lumify:lumify-data-mapping-core,1
io.lumify:lumify-tools-format,1
io.lumify:lumify-tools-requeue,1
org.openhab.addons.bundles:org.openhab.binding.boschshc,1
ddf.catalog.solr:catalog-solr-provider,1
ddf.catalog.transformer:catalog-transformer-resource,1
ddf.platform:platform-configuration-service,1
org.apache.xbean:xbean-finder,1
br.net.fabiozumbi12.RedProtect:RedProtect-Spigot,1
eu.amidst:lda,1
nz.ac.waikato.cms.weka:weka-dev,2
org.batfish:symbolic,1
com.nextdoor.bender:bender-deserializers,1
org.apache.syncope.client:syncope-client-lib,1
org.talend.esb.mep:request-callback,1
com.qcadoo.mes:mes-plugins-wage-groups,1
org.eclipse.rdf4j:rdf4j-repository-http,1
org.gephi:batik-wrapper,1
com.zuoxiaolong:niubi-job-persistent,1
org.spf4j:spf4j-jdiff-maven-plugin,1
io.jaegertracing:jaeger-tracerresolver,1
cn.springcloud.gray:spring-cloud-starter-gray-client,1
it.unibz.inf.ontop:ontop-docker-tests,1
org.apache.olingo:olingo-odata2-client-api,1
org.fluentlenium:fluentlenium-junit-jupiter,1
com.querydsl:querydsl-jpa-codegen,1
cn.black-shop:black-shop-user-api,1
org.kitesdk:kite-morphlines-avro,1
ca.uhn.hapi.fhir:hapi-fhir-jpaserver-mdm,1
fish.payara.server.appclient:gf-client-l10n,1
org.openiot:lsm-light.client,1
eu.stratosphere:stratosphere-test-utils,1
com.jayway.restassured:json-schema-validator,1
org.picketbox:jbosssx-bare,1
eu.europa.ec.joinup.sd-dss:dss-enumerations,1
io.xream.sqli:sqli-builder,1
org.apache.knox:gateway-server-xforwarded-filter,1
ca.uhn.hapi:hapi-structures-v25,1
org.pentaho.di.plugins:pdi-pur-plugin-core,1
de.mirkosertic.bytecoder:java.xml,1
com.jobxhub:jobx-rpc,1
cn.iocoder.mall:mall-spring-boot,1
cn.iocoder.mall:mall-spring-boot-starter-security-admin,1
slash.navigation:common,1
org.apache.dubbo:dubbo-config-api,1
org.apache.dubbo:dubbo-remoting-api,1
gov.nsa.datawave:datawave-regression-testing,1
de.learnlib:learnlib-emptiness-oracles,1
org.graphfoundation.ongdb:ongdb-geequel-expression-3.4,1
io.dekorate:docker-annotations,1
io.thorntail:jaxrs,1
io.thorntail:microprofile-health,1
com.webank.wecube.platform:platform-auth-client,1
org.fakereplace:fakereplace-jsf,1
com.oracle.database.r2dbc:oracle-r2dbc,1
org.nutz:nutzboot-starter-cxf,1
org.apache.plc4x:plc4x-code-generation-language-go,1
com.github.lybgeek:springboot-spi-oracle,1
io.activej:activej-ot,1
org.dhatim:fastexcel-reader,1
cn.dev33:sa-token-dao-redis-jackson,1
net.anotheria:ano-db,1
org.xwiki.platform:xwiki-platform-rendering-macro-code,1
org.xwiki.platform:xwiki-platform-rest-server,1
org.openjfx:javafx-web,9
com.github.springtestdbunit:spring-test-dbunit,4
org.apache.httpcomponents.core5:httpcore5,5
io.gatling:gatling-recorder,5
org.apache.shiro:shiro-all,3
org.apache.camel.quarkus:camel-quarkus-kafka-deployment,1
org.apache.camel.quarkus:camel-quarkus-rss-deployment,1
org.geonames:geonames,1
vigna.dsi.unimi.it:jal,1
io.prometheus:simpleclient_tracer_otel,1
org.apache.cloudstack:cloud-plugin-storage-volume-scaleio,1
org.codehaus.jackson:jackson-mappper,1
org.eclipse.ditto:ditto-policies-api,1
io.sentry:sentry,7
org.kie.kogito:kogito-addons-springboot-events-mongodb,1
org.apache.accumulo:accumulo-client-mapreduce,1
io.cattle:cattle-iaas-logic,1
io.cattle:cattle-iaas-task-jooq,1
com.ibm.informix:jdbc,2
io.dropwizard.metrics:metrics-ehcache,1
org.apache.spark:spark-streaming-kafka_2.10,1
jakarta.activation:jakarta.activation-api,25
org.noear:httputils-solon-plugin,1
software.amazon.awssdk:aws-sdk-java,1
systems.manifold:manifold-json,1
io.quarkus.http:quarkus-http-servlet,1
io.quarkus.http:quarkus-http-websocket-core,1
io.quarkus:quarkus-elytron-security-ldap,1
org.acme:my-project-add-to-bom-deployment,1
org.wso2.carbon.identity.local.auth.fido:org.wso2.carbon.identity.application.authenticator.fido2.server.feature,1
org.wso2.carbon.identity.user.api:org.wso2.carbon.identity.api.user.session.common,1
org.apache.ranger:unixusersync,1
org.apache.tez:tez-dag,3
org.knowm.xchart:xchart,4
org.beryx:awt-color-factory,1
org.codehaus.jettison.wso2:jettison,1
com.github.cisco-system-traffic-generator:trex-packet-editor,1
com.torodb.engine.backend:backend-derby,2
com.sun.faces.test.servlet30:configInJarOnlyJar,1
org.apache.edgent:edgent-test-appservice-applications,1
org.radargun:plugin-infinispan121,1
org.apache.tez:tez-mapreduce,3
com.kitfox:svgSalamander,1
org.apache.ratis:ratis-netty,2
com.bstek.bdf3:bdf3-security,1
org.apache.jclouds.driver:jclouds-bouncycastle,2
org.tanaguru:tanaguru-nomenclatureloader,1
net.biville.florent:neo4j-sproc-compiler,1
com.alibaba.boot:nacos-config-spring-boot-actuator,1
org.linlinjava:litemall-wx-api,2
org.datavec:datavec-local,1
org.webjars.bower:material-design-iconic-font,1
qunar.tc.qtracer:qtracer-instrument-http,1
com.netty.rpc:netty-rpc-client,1
org.eclipse.microprofile.health:microprofile-health-api,3
org.watertemplate:watertemplate-engine,1
maven-test:maven-test-c,1
org.glassfish.jaxb:jaxb-xjc,6
org.mengyun:tcc-transaction-core,1
com.hazelcast:hazelcast-aws,2
org.sonatype.nexus:nexus-ui-plugin,1
org.springframework.batch:spring-batch-admin-manager,2
com.microsoft.azure.sdk.iot:iot-service-client,1
com.herocraftonline.heroes:heroes-stripped,1
io.lumify:lumify-gpw-known-entity-extractor,1
io.shardingjdbc:sharding-jdbc-core-spring-boot-starter,1
org.apache.sling:org.apache.sling.i18n,1
org.openhab.addons.bundles:org.openhab.binding.pilight,1
software.amazon.awssdk:aws-json-protocol,1
software.amazon.awssdk:profiles,1
io.nflow:nflow-engine,1
com.spotify:apollo-route,1
org.onebusaway:onebusaway-users,1
com.alipay.sofa:sofa-tracer-springmvc-plugin,1
com.qcadoo.mes:mes-plugins-orders-for-subproducts-generation,1
edu.isi:commands-publish-jdbc,1
au.com.mineauz:Minigames,1
com.taobao.metamorphosis:metamorphosis-server,1
org.spf4j:spf4j-avro-lib-ext,1
com.itheima.shop:springboot-dubbo-interface,1
cn.springcloud.gray:spring-cloud-gray-plugin-zuul,1
com.caucho:burlap,1
org.activiti:activiti-spring-security,1
it.geosolutions.imageio-ext:imageio-ext-test-data,1
io.specto:hoverfly-java,1
org.apache.syncope.ext.saml2sp4ui:syncope-ext-saml2sp4ui-provisioning-java,1
org.eclipse:core-contenttype,1
org.apache.camel.springboot:camel-rest-swagger-starter,1
com.facebook.presto:presto-cli,1
com.facebook.presto:presto-plugin-toolkit,1
fish.payara.server.internal.admingui:console-common-full-plugin-l10n,1
fish.payara.server.internal.jdbc:jdbc-config,1
org.apktool:apktool-cli,1
org.mayocat.cms:mayocat-cms-contact,1
org.mayocat.platform:mayocat-platform-addons-api,1
org.neo4j:neo4j-monitoring,1
com.dyuproject.protostuff:protostuff-collectionschema,1
org.apache.servicecomb.tests:springmvc-tests-simplified-mapping-with-springboot,1
tech.powerjob:powerjob-official-processors,1
io.apicurio:apicurio-registry-schema-util-openapi,1
org.isisaddons.module.publishmq:isis-module-publishmq-dom,1
org.isisaddons.wicket.fullcalendar2:isis-wicket-fullcalendar2-cpt,1
io.seata:seata-dubbo-alibaba,1
io.seata:seata-metrics-core,1
iot.technology:IOT-Guide-Actor,1
eu.europa.ec.joinup.sd-dss:dss-certificate-validation-soap,1
com.zenjava:plugin-two,1
io.zipkin.reporter:zipkin-sender-libthrift,1
com.toedter:jcalendar,1
org.apache.http:httpmime,1
com.zmops:server-client,1
io.kubernetes:client-java-api-fluent,1
cn.iocoder.mall:mall-spring-boot-starter-mybatis,1
io.milton:milton-cloud-vfs,1
com.github.bingoohuang:patchca,1
org.apache.struts:struts2-pell-multipart-plugin,1
cn.dreampie:resty-log,1
com.jstarcraft:jstarcraft-core-io,1
com.alu.e3:common,1
io.confluent:kafka-connect-storage-core,1
org.graphfoundation.ongdb:ongdb-ssl,1
org.flowable:flowable-form-model,1
io.dekorate:s2i-annotations,1
org.jwat:jwat-common,1
com.nukkitx.protocol:bedrock-v419,1
org.lanternpowered:lmbda,1
uk.gov.dstl.baleen:baleen-odin,1
org.semarglproject:semargl-jena,1
org.springframework.boot:spring-boot-starter-groovy-templates,1
com.rhwayfun:provider,1
com.octo.captcha:jcaptcha,2
org.jodconverter:jodconverter-local,3
org.testcontainers:mariadb,9
org.joyqueue:joyqueue-archive-api,1
org.mapdb:mapdb,25
org.apache.camel.quarkus:camel-quarkus-azure-storage-datalake,1
org.apache.camel.quarkus:camel-quarkus-etcd3,1
org.apache.camel.quarkus:camel-quarkus-support-azure-core,1
org.springframework.boot:spring-boot-starter-mail,9
org.glassfish.jersey.ext:jersey-servlet-portability,1
org.apache.hive:hive-jdbc,20
io.prometheus:simpleclient_servlet_jakarta,1
org.eclipse.jetty:jetty-servlets,40
com.browserup:browserup-proxy-core,2
com.github.fangjinuo.sqlhelper:sqlhelper-mybatisplus,1
io.airlift:joni,2
org.springframework.boot:spring-boot-starter-data-redis,12
org.apache.xmlrpc:xmlrpc-client,8
net.sf.ezmorph:ezmorph,9
org.nuxeo.ecm.annot:nuxeo-annot-contrib,1
org.nuxeo.template.rendering:nuxeo-template-rendering-samples-jsf,1
org.webjars.bower:respond,2
org.wso2.andes.wso2:andes-client,5
com.scireum:sirius-kernel,1
org.glassfish.main.deployment:deployment-javaee-core,2
org.glassfish.main.persistence.cmp:cmp-support-sqlstore,2
com.neovisionaries:nv-i18n,3
com.nukkitx.network:raknet,3
org.icij.datashare:datashare-nlp-corenlp,1
com.github.crawler-commons:crawler-commons,1
org.noear:minio-solon-plugin,1
io.quarkus:quarkus-hibernate-reactive-panache-deployment,1
io.quarkus:quarkus-jgit,1
io.quarkus:quarkus-oidc-client-deployment,1
io.quarkus:quarkus-rest-client-config-deployment,1
io.smallrye.stork:smallrye-stork-load-balancer-response-time,1
org.wildfly.security:wildfly-elytron-realm,1
org.springframework:spring,10
org.wso2.carbon.identity.conditional.auth.functions:org.wso2.carbon.identity.conditional.auth.functions.cookie,1
org.wso2.carbon.identity.inbound.auth.openid:org.wso2.carbon.identity.provider.openid.stub,1
com.tinkerpop.blueprints:blueprints-rexster-graph,1
org.apache.ranger:ranger-intg,1
com.sun.faces:util,1
org.apache.edgent.java7:edgent-spi-topology,1
com.googlecode.jtype:jtype,2
org.apache.calcite.avatica:avatica-metrics,2
org.apache.beam:beam-runners-core-java,1
io.kamon:kamon-statsd_2.12,1
com.offbytwo:docopt,2
org.jboss.spec.javax.interceptor:jboss-interceptors-api_1.2_spec,1
com.alibaba.spring.boot:dubbo-spring-boot-starter,4
org.wildfly.swarm:infinispan-modules,1
net.liftweb:lift-util,1
org.jboss.marshalling:jboss-marshalling-osgi,2
org.igniterealtime.smack.wso2:smackx,1
com.alibaba.csp:sentinel-datasource-zookeeper,2
org.robovm:robovm-rt,1
org.apache.myfaces.extensions.validator.validation-modules:myfaces-extval-property-validation,1
org.jboss.arquillian.extension:arquillian-drone-selenium,1
maven-test:t07-b,1
org.codehaus.cargo:cargo-core-container-jetty,1
org.xmlunit:xmlunit-assertj,4
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.micro.gateway.rest.api,1
com.microsoft.azure:msal4j,4
org.tribuo:tribuo-common-libsvm,1
io.sarl.maven:io.sarl.maven.bootiquebatchcompiler,1
com.orientechnologies:orientdb-client,1
org.sonatype.nexus.plugins:nexus-blobstore-tasks,1
com.squareup.retrofit2:converter-simplexml,1
org.springframework.cloud:spring-cloud-stream-binder-kafka,1
com.azure.spring:azure-spring-boot-starter-active-directory,1
com.microsoft.azure:azure-client-runtime,2
org.eclipse.parsson:parsson,1
org.seamless:seamless-xml,2
org.apache.aries.application:org.apache.aries.application.resolver.obr,1
io.apicurio:apicurio-registry-common,2
org.apache.sling:org.apache.sling.sitemap,1
javazoom:jlayer,4
org.pac4j:pac4j-jwt,1
com.github.calimero:calimero-core,1
org.openhab.addons.bundles:org.openhab.binding.luxtronikheatpump,1
org.openhab.addons.bundles:org.openhab.binding.plugwise,1
org.openhab.addons.bundles:org.openhab.binding.vigicrues,1
org.codice.ddf.spatial:spatial-csw-connectedsource,1
io.fabric8:fabric8-maven-plugin-generator-vertx,1
org.apache.hudi:hudi-spark-client,1
com.groupon.dse:spark-metrics,1
com.demo:flink-2-hbase,1
commons-jelly:commons-jelly-tags-xml,1
org.wso2.carbon:org.wso2.carbon.databridge.commons,1
com.brsanthu:google-analytics-java,1
io.smallrye.reactive:smallrye-reactive-messaging-jms,1
com.addthis.hydra:hydra-api,1
org.eclipse.che.plugin:che-plugin-docker-compose,1
org.apache.ignite:ignite-control-utility,1
org.forgerock.openam:openam-auth-safeword,1
com.asakusafw:asakusa-dsl-vocabulary,1
io.syndesis.connector:connector-webhook,1
org.apache.olingo:olingo-odata2-api,1
io.github.scouter-project:scouter-server,1
org.apache.groovy:groovy-xml,1
org.apereo.cas:cas-server-support-person-directory,1
org.eclipse:jdt-launching,1
io.vertx:vertx-mongo-client,1
org.eclipse.hono:hono-client-command,1
org.apache.druid:druid-processing,1
fish.payara.server.internal.web:web-naming-l10n,1
org.pentaho.reporting.designer:datasource-editor-reflection,1
org.neo4j:neo4j-cypher-expression-evaluator,1
org.neo4j:neo4j-random-values,1
com.mojang:datafixerupper,1
io.apicurio:apicurio-registry-integration-tests-common,1
io.ktor:ktor-client-okhttp,1
com.evolvedbinary.j8fu:j8fu,1
eu.europa.ec.joinup.sd-dss:dss-timestamp-remote-rest,1
com.zmops:server-none-storage,1
com.jobxhub:jobx-agent,1
cn.iocoder.mall:system-service-impl,1
software.amazon.awssdk:ecs,1
org.subethamail:subethasmtp-smtp,1
org.apache.flink:flink-metrics-jmx,1
com.slack.api:bolt-servlet,1
org.actframework:act-morphia,1
org.scalatest:scalatest_2.10.0,1
org.apache.dubbo:dubbo-auth,1
us.monoid.web:resty,1
org.blueobelisk:cmlxom,1
edu.illinois.cs.cogcomp:illinois-comma,1
org.gridkit.3rd.btrace:client,1
com.atomgraph:client,1
org.demoiselle.jee:demoiselle-script,1
com.google.cloud:google-cloud-spanner-jdbc,1
org.rapidoid:rapidoid-web,1
org.jboss.shrinkwrap.resolver:shrinkwrap-resolver-impl-maven-embedded,1
com.tictactec:ta-lib,1
nl.basjes.parse.httpdlog:httpdlog-inputformat,1
org.nutz:nutzboot-starter-sharding-jdbc,1
io.github.frostingwolf:saluki-service,1
com.azure:azure-data-appconfiguration,1
de.dfki.mary:marytts-lang-de,2
com.sika.code.core:mq-rabbit,1
org.exist-db:exist-security-iprange,1
xmf.cn.common:xmfcn-spring-cloud-common,1
de.learnlib:learnlib-acex,1
cn.dev33:sa-token-spring-boot-starter,3
org.apache.pdfbox:fontbox,8
com.vaadin:vaadin-date-picker-flow,1
org.apache.jclouds:jclouds-blobstore,3
org.codehaus.jackson:jackson-core-asl,57
org.apache.camel.quarkus:camel-quarkus-debezium-postgres,1
org.apache.camel.quarkus:camel-quarkus-fop-deployment,1
org.apache.camel.quarkus:camel-quarkus-nats-deployment,1
org.apache.servicecomb.toolkit:oas-generator-servicecomb,1
org.apache.activemq:activemq-ra,2
com.github.fangjinuo.sqlhelper:sqlhelper-mybatis-over-pagehelper,1
com.github.fangjinuo.sqlhelper:sqlhelper-springjdbc-spring-boot-starter,1
ai.grakn:redis-mock,3
io.activej:activej-multilog,1
org.rnorth.duct-tape:duct-tape,2
net.customware.gwt.dispatch:gwt-dispatch,1
org.apache.tomcat:tomcat-dbcp,5
org.jboss.jbossas:jboss-as-system,1
org.knallgrau.utils:textcat,1
org.nuxeo.ecm.platform:nuxeo-user-dashboard-jsf,1
org.webjars.bower:jquery,5
de.agilecoders.wicket:wicket-bootstrap-themes,3
de.tudarmstadt.ukp.inception.app:inception-io-json,1
org.hsqldb:hsqldb-j5,2
org.apache.sling:org.apache.sling.commons.metrics,1
org.apache.sling:org.apache.sling.settings,1
org.daisy.libs:commons-httpclient,1
net.kyori:adventure-text-serializer-plain,3
org.glassfish.main.appclient:gf-client,2
com.ninja-squad:DbSetup,3
org.apache.hadoop:hadoop-aws,9
org.apache.jackrabbit:oak-auth-external,1
com.alibaba.csp:sentinel-core,5
org.hotswapagent:hotswap-agent-hibernate-plugin,1
org.carlspring.strongbox:strongbox-authentication-registry,1
io.quarkus:quarkus-datasource,1
io.quarkus:quarkus-resteasy-reactive-common,1
io.quarkus:quarkus-scala-deployment,1
io.quarkus:quarkus-spring-cache,1
io.quarkus:quarkus-swagger-ui,1
org.wildfly.security:wildfly-elytron-credential,1
com.cloudera.cdk:cdk-morphlines-twitter,1
org.opensaml:opensaml-profile-api,2
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.user.profile.stub,2
org.wso2.carbon.identity.outbound.auth.sts.passive:org.wso2.carbon.identity.application.authenticator.passive.sts,1
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.application.management.common,1
org.wso2.is:org.wso2.carbon.identity.test.integration.service.stubs,1
com.dspot:declex-actions-processors,1
com.github.yuanrw.im:rest-spi,1
br.com.caelum.vraptor:vraptor-brutauth,1
com.gluonhq:charm-cloudlink-client,1
org.wso2.carbon:org.wso2.carbon.logging,3
org.wso2.orbit.org.apache.tapestry:tapestry-json,1
com.vaadin:vaadin-compatibility-client-compiled,1
de.fraunhofer.iosb.ilt.FROST-Server:FROST-Server.Util,1
org.apache.edgent:edgent-runtime-jsoncontrol,1
org.apache.edgent:edgent-spi-graph,1
com.oracle.oci.sdk:oci-java-sdk-artifacts,1
org.axonframework:axon-spring-boot-starter,2
org.jacoco:jacoco-maven-plugin,4
org.apache.maven.plugins:maven-dependency-plugin,2
io.github.jimregan:languagetool-ga-dicts,1
org.gradoop:gradoop-common,1
org.jboss.narayana.compensations:compensations,1
com.facebook.nifty:nifty-ssl,2
io.hops:hadoop-aliyun,1
edu.washington.cs.knowitall:reverb-models,1
com.google.uzaygezen:uzaygezen-core,1
org.apache.geronimo.specs:geronimo-ejb_3.0_spec,1
de.codeset.gwt.notification:de.codeset.gwt.notification.notification-api,1
com.cloudinary:cloudinary-http44,1
org.apache.xmlgraphics:batik-xml,5
com.webank.wedatasphere.dss:dss-appconn-manager-core,1
org.apache.johnzon:johnzon-jsonp-strict,1
org.apache.openwebbeans:openwebbeans-ee,1
org.bouncycastle:bcpkix-fips,2
org.jenkins-ci.plugins.pipeline-stage-view:pipeline-stage-view,1
jetty:jetty-util,1
l2fprod:l2fprod-common-fontchooser,1
net.jodah:typetools,6
org.springframework.cloud:spring-cloud-function-adapter-azure,1
com.azure:perf-test-core,1
com.gwtplatform:gwtp-dispatch-rest-shared,1
com.gwtplatform:processor-tools,1
nl.lxtreme.ols:api,1
org.apache.aries.application:org.apache.aries.application.management,1
org.apache.aries.application:org.apache.aries.application.modeller,1
com.jzy.game:game-gate,1
com.linkedin.cruisecontrol:cruise-control-metrics-reporter,1
net._01001111:jlorem,1
org.eclipse.jetty:jetty-reactive-httpclient,2
org.apache.shenyu:shenyu-register-instance-api,1
org.apache.shenyu:shenyu-register-server-consul,1
io.smallrye.reactive:smallrye-mutiny-vertx-mqtt,1
org.eclipse.rdf4j:rdf4j-model-testsuite,1
com.github.victools:jsonschema-module-swagger-2,1
com.hazelcast:hazelcast-enterprise,1
com.couchbase.client:couchbase-client,1
org.rhq:rhq-core-plugin-api,1
io.syndesis.connector:connector-concur,1
com.github.vlsi.mxgraph:jgraphx,1
org.activiti:activiti-process-validation,1
org.datanucleus:javax.jdo,1
com.oracle.coherence.ce:coherence-mp-metrics,1
org.wicketstuff:wicketstuff-dashboard-widgets-loremipsum,1
org.wicketstuff:wicketstuff-osgi,1
org.wicketstuff:wicketstuff-push-cometd,1
org.springframework.boot:spring-boot-starter-jooq,1
com.facebook.presto:presto-common,1
com.debortoliwines.openerp:openerp-java-api,2
org.json4s:json4s-native_2.12,1
org.apache.servicecomb:deployment,1
com.google.cloud.bigtable:bigtable-hbase-dataflow,1
org.exist-db:exist-compression,1
org.exist-db:exist-index-range,1
org.springframework.cloud.fn:twitter-function,1
org.springdoc:springdoc-openapi-core,1
com.hubspot.rosetta:RosettaCore,1
org.apache.tinkerpop:gremlin-language,1
org.apache.dubbo:dubbo-registry-zookeeper,1
com.blogspot.notes.automation.qa:env-watcher-core,1
co.aikar:Table,1
fil.iagl.cocospoon:CocoSpoon,1
com.zfoo:monitor,1
org.graphfoundation.ongdb:ongdb-enterprise,1
org.graphfoundation.ongdb:procedure-compiler,1
org.apache.brooklyn:brooklyn-software-messaging,1
io.openvidu:openvidu-test-browsers,1
com.github.danielflower.mavenplugins.testprojects.nested:server-module-b,1
javax.jws:jsr181-api,1
edu.stanford.futuredata:macrobase-lib,1
org.hive2hive:org.hive2hive.core,1
org.zalando:opentracing-proxy-starter,1
com.zuoxiaolong:niubi-job-sample-spring,1
io.xream.x7:x7-jdbc-template-plus,1
org.apache.tika:tika-parser-audiovideo-module,2
org.xwiki.platform:xwiki-platform-annotation-scripting,1
org.xwiki.platform:xwiki-platform-wiki-template-script,1
com.squareup:javapoet,23
javax.ws.rs:javax.ws.rs-api,67
com.codahale:shore,1
com.fnproject.fn:api,2
org.apache.camel.quarkus:camel-quarkus-avro,1
org.apache.camel.quarkus:camel-quarkus-csimple-deployment,1
org.apache.camel.quarkus:camel-quarkus-direct-deployment,1
org.apache.lucene:lucene-queryparser,53
org.apache.felix:org.apache.felix.framework.security,2
com.madgag:ssh-android,1
org.apache.cloudstack:cloud-plugin-backup-dummy,1
io.activej:activej-launchers-common,1
org.jboss:jboss-common-core,5
org.nuxeo.ecm.annot:nuxeo-annot-api,1
org.nuxeo.template.rendering:nuxeo-template-rendering-xdocreport,1
org.junit.platform:junit-platform-runner,22
org.jboss.resteasy:resteasy-jackson2-provider,15
org.kie.kogito:kogito-cloudevents-quarkus-addon,1
org.apache.nifi.minifi:minifi-c2-cache-s3,1
org.apache.nifi:nifi-framework-core,1
org.jboss.as:jboss-as-jpa-spi,1
net.kyori:adventure-api,6
org.glassfish.main.jms:jms-core,2
com.github.kayak:Kayak-mapview,1
com.itextpdf.tool:xmlworker,3
org.noear:rocketmq-solon-plugin,1
io.quarkus:quarkus-logging-json-deployment,1
io.quarkus:quarkus-resteasy-jsonb,1
io.quarkus:quarkus-vertx-http-dev-console-spi,1
org.acme:myproject-with-grand-parent,1
org.wso2.carbon.identity.auth.rest:org.wso2.carbon.identity.auth.server.feature,1
com.ctrip.framework.apollo:apollo-client,15
org.gradle:gradle-base-services,6
org.eclipse.kura:org.eclipse.kura.api,1
commons-io.wso2:commons-io,1
org.wso2.carbon.mediation:org.wso2.carbon.mediation.configadmin.stub,2
org.wso2.ei:org.wso2.ei.broker.styles,1
com.influxdb:influxdb-client-java,7
com.amd:aparapi,1
com.sendgrid:sendgrid-java,1
org.revapi.classif:classif,1
org.camunda.bpm.distro:camunda-sql-scripts,1
net.sourceforge.owlapi:owlapi-parsers,2
org.unidal.framework:foundation-service,2
com.oracle.oci.sdk:oci-java-sdk-containerengine,1
com.oracle.oci.sdk:oci-java-sdk-functions,1
com.badlogicgames.gdx:gdx-backend-lwjgl,2
com.github.nifty-gui:nifty-examples-libgdx-core,1
cplex:cplex,1
com.zsmartsystems.zigbee:com.zsmartsystems.zigbee.console.telegesis,1
com.blazegraph:ctc-striterators,1
io.perfmark:perfmark-traceviewer,1
org.datanucleus:datanucleus-api-jdo,4
com.netflix.ribbon:ribbon-transport,1
org.optaplanner:optaplanner-examples,1
edu.gmu.eclab:kiberaData,1
com.megaease.easeagent:zipkin,1
com.ctriposs.baiji:baiji-rpc-client,1
org.jboss.seam.faces:seam-faces,1
org.wso2.carbon.devicemgt:org.wso2.carbon.policy.mgt.core,1
com.codeabovelab.dm:common-core,1
