dependency,count
org.apache.abdera:abdera-extensions-geo,1
xmlwise:xmlwise,2
org.metawidget.modules.vaadin:metawidget-vaadin6,1
org.wso2.carbon:javax.cache.wso2,1
io.joyrpc:joyrpc-trace-jaeger,1
org.talend.esb.examples.ebook:ebook-itests,1
org.bytedeco:libfreenect-platform,1
com.qcadoo:qcadoo-commons,1
org.dspace:dspace-rdf,1
org.jboss.byteman:byteman-submit,3
com.baidu.hugegraph:hugegraph-mysql,1
org.wicketstuff:wicketstuff-dashboard-core,2
com.asakusafw:asakusa-dmdl-core,1
com.asakusafw:asakusa-runtime-workaround,1
org.jboss.windup:windup-test-harness,1
org.hswebframework:reactor-excel,1
io.atlasmap:atlas-json-service,1
com.atlassian.oai:swagger-request-validator-core,2
com.querydsl:querydsl-sql-spatial,1
io.pivotal.cfenv:java-cfenv,1
org.springframework.cloud:spring-cloud-contract-wiremock,1
org.webjars:jsplumb,1
org.springframework.boot:spring-boot-starter-data-mongodb-reactive,1
io.ebean:ebean-postgis,1
org.testingisdocumenting.webtau:webtau-config-groovy,1
fish.payara.server.internal.admingui:console-concurrent-plugin,1
fish.payara.server.internal.connectors:connectors-internal-api,1
fish.payara.server.internal.packager:microprofile-opentracing-repackaged,1
fish.payara.server.internal.resources:javamail-connector-l10n,1
com.baomidou:mybatisplus-spring-boot-starter,2
com.pig4cloud.plugin:captcha-spring-boot-starter,1
org.terrier:terrier-index-api,1
com.lyncode:jtwig-core,1
com.thinkbiganalytics.kylo:kylo-commons-spark-shell-v2,1
io.seata:seata-discovery-sofa,1
io.seata:seata-saga-rm,1
org.exquery:exquery-restxq,1
eu.europa.ec.joinup.sd-dss:dss-signature-soap-client,1
org.meteothink:meteoinfo-console,1
com.twitter:hbc-twitter4j,1
org.springframework.cloud.fn:jdbc-consumer,1
fr.opensagres.xdocreport:fr.opensagres.poi.xwpf.converter.xhtml-gae,1
org.apache.tinkerpop:neo4j-gremlin,1
com.atg.openssp:core,1
com.github.davidmoten:state-machine-generator,1
org.apache.struts:struts-el,1
com.woorea:swift-model,1
org.kframework.k:kore_2.12,1
net.sf.jfcunit:jfcunit,1
io.gravitee.am.gateway.handler:gravitee-am-gateway-handler-common,1
com.crossoverjie.netty:cim-server-api,1
com.github.yannrichet:JMathArray,1
org.orbisgis:h2gis,1
com.jobxhub:jobx-server,1
org.osgl:osgl-cache,1
com.github.danielflower.mavenplugins.testprojects.nested:server-module-a,1
org.xwiki.platform:xwiki-platform-mail-send-storage,1
org.drools:drools-jsr94,2
org.osgi:org.osgi.compendium,26
org.codehaus.jackson:jackson-xc,15
org.apache.usergrid:usergrid-rest,1
org.apache.camel.quarkus:camel-quarkus-crypto-deployment,1
org.apache.camel.quarkus:camel-quarkus-guava-eventbus-deployment,1
software.amazon.awssdk:ses,2
org.apache.servicecomb.toolkit:oas-generator-jaxrs,1
jmir:jaudio,1
org.openimaj:core-image,1
org.apache.hadoop:hadoop-minicluster,16
org.apache.archiva:archiva-signature-consumers,1
org.noear:solon,2
org.fusesource.leveldbjni:leveldbjni-all,6
com.box:box-java-sdk,4
org.nuxeo.ecm.platform:nuxeo-preview-jsf,1
org.cassandraunit:cassandra-unit,7
com.github.rholder:guava-retrying,7
com.ibeetl:beetl-framework-starter,2
io.soabase.record-builder:record-builder-processor,1
io.opencensus:opencensus-contrib-spring-starter,1
org.noear:activerecord-solon-plugin,1
com.qubole.rubix:rubix-common,1
com.qubole.rubix:rubix-spi,1
org.carlspring.strongbox:strongbox-testing-core,1
io.quarkus:quarkus-hibernate-reactive-panache-common,1
io.quarkus:quarkus-hibernate-search-orm-elasticsearch-aws,1
io.quarkus:quarkus-mutiny-reactive-streams-operators,1
io.quarkus:quarkus-reactive-mssql-client-deployment,1
org.acme:acme-quarkus-ext-a,1
org.apache.hbase:hbase-annotations,4
org.wso2.carbon.automation:org.wso2.carbon.automation.extensions,5
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.multi.attribute.login.mgt.server.feature,1
org.wso2.carbon.registry:org.wso2.carbon.registry.resource.stub,4
org.geotools:gt-coverage,3
org.wso2.carbon.mediation:org.wso2.carbon.message.processor.stub,2
org.apache.flink:flink-runtime,2
org.geolatte:geolatte-common,1
exclusions:excluded,1
com.sun.faces.test.javaee6web:flowAndTemplateInJar,1
org.apache.edgent.android:edgent-connectors-pubsub,1
com.github.wnameless.json:json-base,1
com.sun.javafx:javafx-ui-desktop,1
jmagick:jmagick,3
org.eclipse.jetty:jetty-rewrite,7
cc.mrbird:febs-common-datasource-starter,1
org.sonarsource.sonarlint.core:sonarlint-plugin-api,2
org.jboss.narayana.xts:xts-test-servlet,1
syncer:syncer-common,1
net.tanesha.recaptcha4j:recaptcha4j,1
org.apache.tiles:tiles-el,2
org.linlinjava:litemall-admin-api,2
org.inventivetalent.spiget-update:bukkit,1
com.sequoiadb:sequoiadb-driver,2
top.tangyh.basic:lamp-core,3
org.jboss.weld.module:weld-web,1
io.antmedia.ipcamera.onvif:ONVIF,1
org.tallison:isoparser,1
com.alibaba.arthas:arthas-repackage-asm,1
com.ctriposs.baiji:baiji-rpc-server,1
net.recommenders.rival:rival-evaluate,1
com.walmartlabs.concord.runtime.v2:concord-runtime-model-v2,1
com.cxytiandi:kitty-common,1
org.apache.cxf:cxf-rt-rs-service-description,5
net.shibboleth.idp:idp-authn-api,1
org.gluu:gluu-orm-cdi,2
org.apache.maven.its.mng1412:c,1
org.wildfly.core:wildfly-controller-client,1
com.oracle:ojdbc5,1
org.sonatype.nexus:nexus-extender,1
org.openecard:addon,1
org.restlet.dev:org.restlet.ext.jibx,1
org.restlet.dev:org.restlet.ext.wadl,1
org.camunda.bpm.extension:camunda-bpm-process-test-coverage-junit5,1
com.alimama.dw:adhoc-realtime,1
es.blackleg:jlibnotify,1
org.cups4j:cups4j,1
org.openhab.addons.bundles:org.openhab.binding.dwdunwetter,1
org.openhab.addons.bundles:org.openhab.binding.velbus,1
ddf.spatial.kml:spatial-kml-transformer,1
org.geotools.xsd:gt-xsd-gml3,1
io.joyrpc:joyrpc-cache-cache2k,1
org.apache.shenyu:shenyu-plugin-redirect,1
org.thingsboard.common:stats,1
org.neo4j:neo4j-graphviz,1
org.bytedeco:librealsense2-platform,1
com.qcadoo:qcadoo-plugins-custom-translation-management,1
io.smallrye.reactive:mutiny-reactive-streams-operators,2
com.oracle.jdbc:ojdbc14,1
xmlbeans:xbean,1
edu.isi:commands-update,1
com.esotericsoftware.kryo:kryo5,2
org.apache.oozie:oozie-core,3
io.reactivex:rxnetty-tcp,1
com.hotels:waggle-dance-api,1
com.qlangtech.tis:tis-plugin-sezpoz,1
org.aksw.rdfunit:rdfunit-manual-tests,1
org.rhq:rhq-cassandra-schema,1
oswego-concurrent:concurrent,1
com.abubusoft:kripton-dataformat-properties,1
org.apache.mnemonic:mnemonic-collections,1
com.sun.xml.wss:xws-security,1
io.syndesis.server:server-jsondb,1
org.springframework.cloud:spring-cloud-gcp-logging,1
org.springframework.cloud:spring-cloud-gcp-pubsub-stream-binder-functional-sample-source,1
org.apache.activemq:artemis-jms-server,3
org.testingisdocumenting.webtau:webtau-groovy-app,1
com.stoyanr:evictor,1
org.springframework.cloud:spring-cloud-starter-loadbalancer,1
io.prestodb.tempto:tempto-kafka,1
fish.payara.server.internal.admin:nucleus-domain,1
fish.payara.server.internal.core:javaee-kernel,1
fish.payara.server.internal.packager:ant,1
fish.payara.server.internal.web:web-ha,1
org.mayocat.platform:mayocat-platform-views,1
org.neo4j:neo4j-security,1
org.apache.pulsar:pulsar-io-netty,1
com.thinkbiganalytics.kylo:kylo-search-api,1
org.apache.knox:gateway-provider-rewrite-func-hostmap-static,1
org.pentaho.di.plugins:file-open-save-core,1
edu.princeton.cs.introcs:stdlib-package,1
com.github.spullara.redis:netty4,1
org.apache.drill.metastore:drill-mongo-metastore,1
slash.navigation:profileview,1
org.apache.opennlp:opennlp-brat-annotator,1
org.entur:netex-java-model,1
gov.nsa.datawave.webservices:datawave-ws-query,1
edu.cmu.cs.ark:ChuLiuEdmonds,1
edu.illinois.cs.cogcomp:IllinoisSL-core,1
org.apache.servicemix.bundles:org.apache.servicemix.bundles.commons-dbcp,1
org.jbehave.web:jbehave-web-runner,1
io.openvidu:openvidu-java-client,1
com.github.danielflower.mavenplugins.testprojects.dependecymanagement:core-utils,1
de.tum.in.ase:artemis-java-test-sandbox,1
org.arquillian.cube:arquillian-cube-api,1
org.apache.karaf.examples:karaf-soap-example-api,1
de.zazaz.iot.bosch.indego:bosch-indego-controller-lib,1
ddf.catalog.plugin:catalog-plugin-facet-attribute-access,1
org.meteothink:meteoinfo-common,1
co.aikar:acf-paper,1
com.wcs.wcslib:wcslib-vaadin-widget-multifileupload,1
org.webjars:bootstrap-switch,1
org.xwiki.platform:xwiki-platform-crypto-script,1
org.xwiki.platform:xwiki-platform-eventstream-store-common,1
org.xwiki.platform:xwiki-platform-legacy-rendering-macro-include,1
org.xwiki.platform:xwiki-platform-rendering-configuration-api,1
org.xwiki.platform:xwiki-platform-rendering-signature,1
org.xwiki.platform:xwiki-platform-search-solr-server-plugin,1
org.xwiki.platform:xwiki-platform-velocity-xwiki,1
taglibs:string,2
org.harctoolbox:RemoteLocator,1
org.apache.kudu:kudu-client,11
de.neuland-bfi:jade4j,6
org.apache.camel.quarkus:camel-quarkus-atlasmap-deployment,1
org.apache.camel.quarkus:camel-quarkus-aws2-ecs-deployment,1
software.amazon.awssdk:auth,3
org.glassfish.jersey.test-framework.providers:jersey-test-framework-provider-jdk-http,2
org.eclipse.aether:aether-connector-basic,11
com.cenqua.clover:clover,2
com.google.api-client:google-api-client,25
org.apache.pinot:pinot-core,1
com.google.gwt.google-apis:gwt-gadgets,1
org.nuxeo.ecm.automation:nuxeo-automation-io,1
org.nuxeo.ecm.core:nuxeo-core-mongodb,1
org.nuxeo.ecm.platform:nuxeo-features-test,1
org.nuxeo.ecm.platform:nuxeo-platform-management,1
org.tensorflow:tensorflow-core-api,2
org.skife.gressil:gressil,1
org.eclipse.ditto:ditto-internal-utils-cache-loaders,1
org.wso2.carbon.apimgt:org.wso2.carbon.apimgt.common.gateway,1
io.fabric8:kubernetes-server-mock,5
org.apache.fluo:fluo-accumulo,1
com.github.javen205:IJPay-All,2
org.testcontainers:mongodb,2
org.apache.tomcat:jasper,2
org.noear:solon-springboot-starter,1
org.jbpm.contrib:template-resources,1
org.parceler:parceler,2
io.quarkus:quarkus-narayana-lra,1
io.quarkus:quarkus-smallrye-reactive-streams-operators,1
io.quarkus:quarkus-vertx-http-deployment-spi,1
org.acme:my-project-minimal-extension,1
org.jboss.logmanager:log4j2-jboss-logmanager,1
org.opensaml:opensaml-security-api,3
org.opensaml:opensaml-xmlsec-impl,4
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.central.log.mgt,1
org.apache.ranger:ranger-elasticsearch-plugin-shim,1
io.awspring.cloud:spring-cloud-aws-jdbc,1
io.awspring.cloud:spring-cloud-aws-messaging,1
org.apache.synapse:synapse-core,2
org.apache.flink:flink-connector-base,1
com.vaadin.external:gentyref,1
com.ximpleware:vtd-xml,1
ignored-scopes:optional,1
org.apache.edgent.android:edgent-connectors-mqtt,1
org.radargun:plugin-infinispan4,1
io.jpress:jpress-service,1
jmdns:jmdns,1
me.filoghost.holographicdisplays:holographicdisplays-nms-v1_15_r1,1
me.filoghost.updatechecker:updatechecker,1
org.wildfly.swarm:bootstrap,1
org.wildfly.swarm:io,1
org.wildfly.swarm:jca,1
io.opentracing.contrib:opentracing-spring-web,1
top.tangyh.basic:lamp-swagger2-starter,3
org.apache.wicket:wicket-extensions,8
org.jboss.arquillian.container:arquillian-jetty-embedded-9,2
de.adorsys.psd2:consent-psu-api,1
net.recommenders.rival:rival-split,1
org.forgerock.ce.openam:openam-federation-library,1
org.forgerock.ce.openam:openam-shared,1
org.opencastproject:opencast-elasticsearch-index,1
org.apache.maven.its.mng3843:parent-dep-a,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-monitor-rs,1
org.dcm4che.dcm4chee-arc:dcm4chee-arc-validation,1
org.junit.jupiter:junit,1
org.hibernate.hql:hibernate-hql-mongodb,1
cloud.piranha.extension:piranha-extension-soteria,1
jakarta.authentication:jakarta.authentication-api,2
net.milkbowl.vault:Vault,4
com.github.steveice10:opennbt,1
org.restlet.dev:org.restlet.ext.lucene,1
com.expediagroup.streamplatform:stream-registry-repository-api,1
io.spring.initializr:initializr-web,2
org.apache.karaf.obr:org.apache.karaf.obr.core,1
org.osgi:org.osgi.service.component,2
test:aggregate-recursive-module-a,1
org.nutz:nutzboot-starter-jetty,2
org.openhab.addons.bundles:org.openhab.binding.chromecast,1
org.openhab.addons.bundles:org.openhab.binding.deconz,1
org.openhab.addons.bundles:org.openhab.binding.lgwebos,1
org.openhab.addons.bundles:org.openhab.binding.rfxcom,1
org.openhab.addons.bundles:org.openhab.binding.sleepiq,1
org.glassfish.main.resources:mail-connector,1
com.hurence.logisland:logisland-service-ip-to-geo-api,1
org.metawidget.modules.faces:metawidget-icefaces,1
com.spotify:apollo-api-impl,1
eu.amidst:flinklink,1
org.apache.shenyu:shenyu-spring-boot-starter-plugin-sofa,1
org.talend.esb.sam.service:sam-service-rest,1
io.onedev:commons-loader,1
com.qcadoo.mes:mes-plugins-operation-cost-calculations,1
org.cometd.java:cometd-java-benchmark-common,1
org.springframework.boot:spring-boot-starter-data-rest,4
org.jboss.arquillian.junit:arquillian-junit-core,2
org.rhq:rhq-cassandra-installer,1
objimport:objimport,1
com.github.rwitzel.streamflyer:streamflyer-core,1
io.syndesis.common:common-model,1
org.apache.olingo:odata-client-proxy,1
org.wicketstuff:wicketstuff-jwicket-ui-datepicker,1
fish.payara.server.internal.common:simple-glassfish-api,1
org.terrier:terrier-batch-indexers,1
org.neo4j:neo4j-cypher-logical-plan-generator,1
com.grinderwolf:slimeworldmanager-classmodifier,1
org.restcomm.media.core:media-core-stun,1
com.thinkbiganalytics.kylo.integrations:kylo-metadata-rest-model,1
com.thinkbiganalytics.kylo:kylo-classname-change-core,1
com.thinkbiganalytics.kylo:kylo-metadata-persistence,1
org.interledger:stream-pay,1
io.eventuate.util:eventuate-util-test,1
com.google.cloud.bigtable:bigtable-client-core,2
io.seata:seata-discovery-all,1
io.seata:seata-serializer-all,1
org.exist-db:exist-jetty-config,1
com.github.dianbaer:threadwebsocket,1
org.codehaus.enunciate:enunciate-jersey-rt,1
org.vaadin.addons:vaadin-combobox-multiselect,1
cn.iocoder.mall:trade-service-app,1
org.opf-labs.fmt:fidget,1
org.scalautils:scalautils_2.11,1
org.flowable:flowable-dmn-spring,1
com.github.qiujiayu:autoload-cache-script-springel,1
com.android.support:appcompat-v7,1
org.mule.tests.plugin:mule-tests-component-plugin,1
de.waldheinz:fat32-lib,1
org.ocpsoft.common:common-api,1
org.keycloak:keycloak-authz-client,1
org.xmlunit:xmlunit-matchers,8
org.xwiki.platform:xwiki-platform-rest-model,1
commons-validator:commons-validator,61
org.apache.amber:amber-oauth2-authzserver,1
org.hectorclient:hector-test,1
org.apache.commons:commons-compress,121
org.synchronoss.cloud:nio-multipart-parser,1
org.apache.camel.quarkus:camel-quarkus-nitrite-deployment,1
io.swagger.parser.v3:swagger-parser,7
be.ac.ulg.montefiore.run.jahmm:jahmm,1
gov.sandia.foundry:gov-sandia-cognition-learning-core,1
mil.nga.giat:geowave-adapter-vector,1
org.apache.cloudstack:cloud-controller-secondary-storage,1
com.github.caciocavallosilano:cacio-tta,2
com.amazonaws:amazon-kinesis-client,4
io.trino:trino-hive-hadoop2,1
fr.opensagres.xdocreport:fr.opensagres.xdocreport.template.freemarker,2
org.nuxeo.utils:nuxeo-target-platforms-compat,1
org.opennms.newts:newts-cassandra-test,1
org.eclipse.ditto:ditto-gateway-service,1
org.jboss.resteasy:resteasy-multipart-provider,13
org.kie.kogito:kogito-api-incubation-processes-services,1
org.apache.nifi:nifi-utils,1
us.fatehi:schemacrawler-mysql,2
org.apache.felix:org.apache.felix.gogo.command,5
com.github.h0ru5.gwt:angulargwt,1
io.debezium:debezium-connector-cassandra,1
org.glassfish.gmbal:gmbal-api-only,2
org.carlspring.strongbox:strongbox-web-core,1
io.quarkus:quarkus-container-image-s2i-deployment,1
io.quarkus:quarkus-jsch-deployment,1
org.jenkins-ci.plugins:msbuild,1
io.opentracing.contrib:opentracing-spring-cloud-feign-starter,1
com.fallabs:kyotocabinet-java,1
com.mashape.unirest:unirest-java,13
org.apache.rampart:rampart-trust,1
org.apache.flink:statefun-flink-launcher,1
io.hypersistence:hypersistence-optimizer,1
software.amazon.awscdk:s3,1
com.bea.commonj:com.springsource.commonj,1
org.apache.struts:struts-taglib,4
org.apache.omid:omid-hbase-tools,1
org.apache.spark:spark-core_2.11,9
github.javaguide:rpc-framework-simple,1
com.blazegraph:sparql-grammar,1
org.tensorflow:tensorflow-hadoop,1
org.tanaguru:tgol-si,1
org.wildfly.swarm:ejb-remote-runtime,1
org.wildfly.swarm:jsf-modules,1
io.cucumber:cucumber-junit-platform-engine,3
org.knowm.xchange:xchange-coinbase,1
org.springframework.social:spring-social-linkedin,1
top.tangyh.basic:lamp-boot-util,3
top.tangyh.basic:lamp-xss-starter,3
itext:itext,1
org.dnsjava:dnsjava,2
org.ranksys.RankSys:RankSys-core,1
com.walmartlabs.concord.plugins.basic:variables-tasks,1
com.networknt:jaeger-tracing,1
com.networknt:oauth2-token,1
io.github.openfeign:feign-jaxrs2,2
org.forgerock.ce.openam:openam-datastore,1
com.googlecode.plist:dd-plist,2
org.opencastproject:opencast-hello-world-api,1
org.opencastproject:opencast-presets,1
com.octo.android.robospice:robospice-ormlite,1
com.github.testdriven:cfgagent,1
org.apache.cxf:cxf-rt-rs-sse,3
org.eclipse.microprofile.fault-tolerance:microprofile-fault-tolerance-api,2
org.gluu:oxtrust-model,1
io.sarl:io.sarl.api.probing,1
org.sonatype.nexus.plugins:nexus-audit-plugin,1
com.linkedin.pegasus:restli-server,1
org.apache.camel:camel-cdi,4
org.exoplatform.gatein.portal:exo.portal.component.web.security,1
nl.lxtreme.ols:lib.mydoggy,1
org.securegraph:securegraph-tools,1
com.google.api.graphql:schema-cloud-container,1
com.dumptruckman.minecraft:JsonConfiguration,1
ch.obermuhlner:big-math,1
de.dfki.lt.jtok:jtok-core,2
org.openhab.addons.bundles:org.openhab.binding.astro,1
ddf.catalog.solr:catalog-solr-cache,1
ddf.catalog.transformer:catalog-transformer-overlay,1
ddf.platform.io:platform-io-impl,1
org.apache.hudi:hudi-java-client,1
org.hibernate:hibernate-hikaricp,3
io.norberg:rut,1
io.joyrpc:joyrpc-serialization-hessian,1
org.onebusaway:onebusaway-cli,1
org.jboss.aerogear.unifiedpush:unifiedpush-model-api,1
org.apache.sentry:sentry-provider-db,1
org.apache.shenyu:shenyu-sync-data-zookeeper,1
org.thingsboard.common:actor,1
io.onedev:server-plugin-executor-servershell,1
org.wiztools:filechooser-abstraction,1
org.jfxtras:jfxtras-controls,2
com.jetbrains:annotation-inference,1
software.amazon.awssdk:cloudwatchlogs,1
com.github.bjoernpetersen:m3u-parser,1
com.github.insubstantial:flamingo,1
org.gephi:ui-library-wrapper,1
com.syncthemall:boilerpipe,1
org.jfxtras:jfxtras-menu,1
java.net.http:jdk11-httpclient,1
scouter.dependency:sigar,1
it.geosolutions.imageio-ext:imageio-ext-gdalerdasimg,1
group.idealworld.dew:cluster-spi-rabbit,1
org.apache.syncope.core.idrepo:syncope-core-idrepo-logic,1
org.apache.syncope.core.idrepo:syncope-core-idrepo-rest-cxf,1
org.apereo.cas:cas-server-support-validation,1
org.wicketstuff:wicketstuff-openlayers3-bootstrap,1
io.cucumber:cucumber-plugin,1
org.apache.spark:spark-graphx_2.12,1
fish.payara.server.internal.payara-appserver-modules:microprofile-openapi,1
fish.payara.server.internal.web:jersey-mvc-connector,1
org.pentaho.reporting.designer:datasource-editor-scriptable,1
org.apache.servicecomb.demo:demo-zeroconfig-schemadiscovery-registry-client,1
org.locationtech.jts:jts-tests,1
com.github.wycm:common,1
org.crashub:crash.plugins.mail,1
io.seata:seata-sofa-rpc,1
org.exist-db:exist-cache,1
io.zipkin.brave:brave-spring-web-servlet-interceptor,1
de.mirkosertic.bytecoder:bytecoder-core,1
com.amazonaws:aws-xray-recorder-sdk-core,1
WorldEdit:WorldEdit,1
io.micrometer:micrometer-jersey2,1
org.apache.dubbo:dubbo-remoting-zookeeper-curator5,1
org.flowable:flowable-mule,1
io.dekorate:core-junit,1
org.apache.myfaces.portlet-bridge:portlet-bridge-api,1
org.apache.linkis:linkis-engineconn-linux-launch,1
